0,-7.298279,-5.6030273,-38.60016
100,-5.001831,-6.504822,-36.897278
200,-5.982971,-7.3883057,-36.169434
300,-6.729126,-6.425476,-36.46698
400,-5.744934,-5.7022095,-36.891174
500,-6.4468384,-5.8120728,-37.519836
600,-6.7230225,-6.4193726,-36.92627
700,-6.488037,-5.8502197,-34.61151
800,-6.1431885,-6.604004,-36.766052
901,-6.8847656,-5.796814,-37.06665
1000,-6.7230225,-6.4193726,-36.92627
1100,-6.718445,-6.7337036,-36.47461
1200,-6.930542,-5.0445557,-35.82306
1300,-6.3095093,-5.6640625,-37.664795
1400,-6.0058594,-6.4559937,-36.914062
1500,-5.067444,-4.978943,-36.09619
1600,-6.2820435,-6.7489624,-36.92627
1701,-6.4834595,-5.0491333,-37.042236
1800,-6.4605713,-6.617737,-34.628296
1900,-6.866455,-5.7800293,-38.290405
2000,-7.0358276,-5.9555054,-36.154175
2101,-5.995178,-6.764221,-36.92169
2200,-7.295227,-6.3919067,-36.935425
2300,-6.4712524,-5.834961,-35.835266
2400,-7.3394775,-5.3222656,-36.45172
2500,-7.041931,-5.961609,-35.694885
2600,-5.9783936,-6.7489624,-38.145447
2701,-6.17218,-5.517578,-37.50763
2800,-7.5927734,-6.387329,-36.17401
2900,-7.1243286,-7.1655273,-37.104797
3000,-6.288147,-6.755066,-36.46698
3100,-6.437683,-6.9137573,-35.554504
3200,-6.4941406,-5.5358887,-35.06317
3301,-6.436157,-6.1203003,-37.52594
3400,-6.159973,-5.8258057,-37.51526
3500,-5.882263,-6.164551,-36.289978
3600,-7.1731567,-5.781555,-37.072754
3700,-6.7611694,-5.6625366,-36.141968
3800,-6.7230225,-6.4193726,-36.92627
3901,-6.8573,-6.8832397,-36.325073
4000,-6.05011,-5.3863525,-36.43036
4101,-6.336975,-4.8950195,-37.64801
4200,-7.434082,-6.539917,-36.787415
4300,-7.1762085,-5.786133,-36.766052
4400,-5.49469,-4.7958374,-36.71112
4501,-6.7504883,-5.9692383,-36.149597
4600,-6.1187744,-7.2158813,-37.088013
4700,-6.9992065,-7.3501587,-35.26764
4800,-7.272339,-7.3242188,-36.190796
4900,-5.773926,-5.7296753,-34.90143
5000,-6.866455,-5.7800293,-38.290405
5100,-7.185364,-5.4733276,-37.065125
5201,-5.3344727,-6.0577393,-34.90143
5300,-5.204773,-4.8065186,-37.013245
5400,-6.4697266,-5.5145264,-36.746216
5500,-7.1899414,-6.1157227,-35.08911
5600,-6.1828613,-5.5282593,-36.74164
5700,-6.867981,-6.575012,-36.317444
5800,-5.89447,-5.5374146,-37.042236
5901,-7.899475,-6.074524,-35.559082
6000,-7.05719,-5.340576,-36.14044
6100,-6.3919067,-7.1899414,-38.01117
6200,-6.2927246,-6.7596436,-36.16028
6300,-4.73938,-6.5429688,-35.20813
6400,-5.8547974,-7.2494507,-35.551453
6500,-5.871582,-6.1538696,-37.05597
6601,-6.465149,-6.14624,-35.536194
6700,-8.662415,-4.4952393,-36.14807
6800,-7.019043,-5.9387207,-37.37793
6900,-4.602051,-6.239319,-35.50415
7000,-6.277466,-7.0602417,-36.473083
7100,-6.8893433,-5.482483,-37.51831
7200,-5.177307,-5.5740356,-37.031555
7301,-7.50885,-4.38385,-37.045288
7400,-6.7123413,-6.7276,-36.9339
7500,-7.0526123,-5.3359985,-36.447144
7600,-7.484436,-4.6798706,-37.96997
7700,-6.2545776,-7.0388794,-38.156128
7800,-6.8603516,-6.5689087,-36.776733
7901,-7.1731567,-6.100464,-36.312866
8000,-7.03125,-5.9509277,-36.460876
8100,-6.159973,-6.1447144,-36.75537
8200,-6.4697266,-5.5145264,-36.746216
8300,-5.1467896,-5.8654785,-38.26294
8401,-6.895447,-5.807495,-36.30066
8500,-5.194092,-5.5908203,-35.806274
8600,-6.718445,-7.0495605,-35.71472
8700,-7.1884155,-5.4779053,-36.758423
8801,-6.4468384,-6.1309814,-36.75995
8900,-7.2891235,-6.385803,-37.39319
9000,-6.1904907,-5.534363,-36.28235
9100,-7.9223633,-5.458069,-35.54535
9200,-6.8969727,-5.4885864,-37.05902
9300,-6.488037,-5.529785,-35.52246
9401,-6.4483643,-6.60553,-35.546875
9500,-6.8893433,-5.482483,-37.51831
9600,-5.89447,-5.5374146,-37.042236
9700,-6.4468384,-5.8120728,-37.519836
9800,-7.5927734,-5.909729,-37.387085
9900,-7.185364,-5.4733276,-37.065125
10000,-6.8573,-6.564331,-37.083435
10100,-7.447815,-6.07605,-37.083435
10200,-6.7611694,-5.343628,-36.901855
10301,-6.895447,-5.807495,-36.30066
10400,-5.882263,-6.164551,-36.289978
10500,-7.194519,-5.8013916,-35.542297
10601,-5.89447,-5.5374146,-37.042236
10700,-6.4605713,-6.1431885,-35.84137
10800,-6.2713623,-7.054138,-36.932373
10901,-7.029724,-5.632019,-37.3703
11000,-7.2235107,-4.7164917,-36.280823
11100,-7.2296143,-5.038452,-35.064697
11200,-7.1762085,-5.786133,-36.766052
11300,-6.6955566,-7.347107,-36.488342
11401,-6.011963,-5.986023,-37.667847
11500,-7.0602417,-5.6610107,-35.227966
11600,-6.4941406,-5.0598145,-36.276245
11700,-7.041931,-5.961609,-35.694885
11801,-5.444336,-6.1798096,-36.743164
11900,-7.019043,-6.416321,-36.164856
12000,-5.7174683,-6.4697266,-36.909485
12100,-6.867981,-6.575012,-36.317444
12200,-6.890869,-6.121826,-35.847473
12301,-6.866455,-5.7800293,-38.290405
12400,-6.756592,-5.657959,-36.44867
12500,-5.7662964,-4.927063,-37.332153
12600,-6.149292,-6.134033,-37.521362
12700,-5.9783936,-7.383728,-36.476135
12800,-6.47583,-5.8380127,-35.53009
12901,-5.908203,-4.7576904,-37.942505
13000,-6.184387,-5.848694,-35.83069
13100,-7.0144653,-6.411743,-36.471558
13200,-6.930542,-5.0445557,-35.82306
13300,-7.032776,-6.428528,-35.246277
13400,-6.298828,-6.4468384,-36.45935
13501,-7.3501587,-5.332947,-35.68573
13600,-6.4575195,-5.822754,-36.753845
13700,-7.1380615,-6.8618774,-36.790466
13800,-6.4605713,-6.1431885,-35.84137
13900,-6.173706,-6.1569214,-35.836792
14000,-5.316162,-5.723572,-36.883545
